qid,run_id,ternary_score,binary_score,n_criteria,n_mandatory_fail,response_length
rag2026-22,aus-agent-test-full,1.0,1.0,30,0,1047.0
rag2026-21,aus-agent-test-full,1.0,1.0,31,0,1049.0
6847465956a0f6376a605433,aus-agent-dev-full,0.829268,0.756098,23,2,1016.0
rag2026-24,aus-agent-test-full,1.0,1.0,17,0,990.0
6847465956a0f6376a605476,aus-agent-dev-full,0.098592,0.028169,19,11,980.0
rag2026-25,aus-agent-test-full,1.0,1.0,15,0,898.0
6847465956a0f6376a60547f,aus-agent-dev-full,0.875,0.833333,15,2,1091.0
rag2026-23,aus-agent-test-full,0.783582,0.746269,17,3,1062.0
6847465956a0f6376a60547e,aus-agent-dev-full,0.684783,0.684783,22,5,1082.0
rag2026-26,aus-agent-test-full,0.925,0.9,23,2,1057.0
rag2026-27,aus-agent-test-full,0.743697,0.672269,28,7,1015.0
6847465956a0f6376a605492,aus-agent-dev-full,0.969072,0.958763,23,0,1053.0
rag2026-28,aus-agent-test-full,0.84375,0.819444,33,4,964.0
rag2026-29,aus-agent-test-full,0.916667,0.871212,30,3,1042.0
6847465956a0f6376a605493,aus-agent-dev-full,0.383621,0.344828,34,10,973.0
rag2026-31,aus-agent-test-full,1.0,1.0,16,0,927.0
6847465956a0f6376a6054ad,aus-agent-dev-full,0.808036,0.785714,26,4,914.0
6847465956a0f6376a6054a7,aus-agent-dev-full,0.610577,0.384615,25,12,972.0
rag2026-30,aus-agent-test-full,0.796,0.728,28,6,1068.0
rag2026-34,aus-agent-test-full,0.923077,0.923077,19,1,1087.0
6847465956a0f6376a6054be,aus-agent-dev-full,0.625984,0.598425,29,9,1016.0
rag2026-35,aus-agent-test-full,0.828125,0.75,28,6,1055.0
rag2026-32,aus-agent-test-full,0.855556,0.814815,33,3,1020.0
rag2026-33,aus-agent-test-full,0.625,0.592593,24,8,982.0
rag2026-36,aus-agent-test-full,0.511765,0.411765,23,8,1070.0
rag2026-37,aus-agent-test-full,0.871134,0.835052,23,2,1003.0
rag2026-38,aus-agent-test-full,0.858779,0.793893,28,5,1059.0
rag2026-39,aus-agent-test-full,0.710227,0.602273,23,5,1039.0
rag2026-42,aus-agent-test-full,0.864407,0.847458,16,1,1044.0
rag2026-40,aus-agent-test-full,0.82967,0.791209,23,3,1022.0
rag2026-46,aus-agent-test-full,1.0,1.0,18,0,1029.0
rag2026-41,aus-agent-test-full,0.69,0.58,23,8,954.0
rag2026-43,aus-agent-test-full,0.901869,0.869159,28,2,1024.0
rag2026-45,aus-agent-test-full,0.838583,0.811024,29,4,1069.0
rag2026-44,aus-agent-test-full,0.896552,0.853448,28,3,1092.0
rag2026-1,aus-agent-test-v2,1.0,1.0,23,0,1051.0
rag2026-3,aus-agent-test-v2,0.903101,0.883721,30,3,1070.0
rag2026-0,aus-agent-test-v2,0.798851,0.712644,21,5,992.0
rag2026-2,aus-agent-test-v2,0.763158,0.631579,22,7,1035.0
rag2026-4,aus-agent-test-v2,0.885321,0.807339,26,3,949.0
rag2026-5,aus-agent-test-v2,0.928058,0.920863,32,1,1059.0
rag2026-8,aus-agent-test-v2,0.783133,0.771084,19,3,1063.0
rag2026-7,aus-agent-test-v2,0.825397,0.769841,30,5,1047.0
rag2026-10,aus-agent-test-v2,0.829268,0.780488,27,5,1055.0
rag2026-6,aus-agent-test-v2,0.193878,0.108844,33,25,1063.0
rag2026-11,aus-agent-test-v2,0.62605,0.596639,28,8,988.0
rag2026-13,aus-agent-test-v2,0.643617,0.382979,23,10,1037.0
rag2026-15,aus-agent-test-v2,0.833333,0.747126,21,4,1039.0
rag2026-9,aus-agent-test-v2,0.53629,0.427419,29,13,888.0
rag2026-14,aus-agent-test-v2,0.951389,0.902778,18,1,1057.0
rag2026-17,aus-agent-test-v2,1.0,1.0,25,0,989.0
rag2026-19,aus-agent-test-v2,1.0,1.0,20,0,1074.0
rag2026-16,aus-agent-test-v2,0.892857,0.875,32,0,1045.0
rag2026-12,aus-agent-test-v2,0.402344,0.304688,28,17,1082.0
rag2026-20,aus-agent-test-v2,0.848485,0.772727,15,3,999.0
rag2026-24,aus-agent-test-v2,1.0,1.0,17,0,1058.0
rag2026-18,aus-agent-test-v2,0.798246,0.701754,30,6,1054.0
rag2026-25,aus-agent-test-v2,0.968254,0.968254,15,0,979.0
rag2026-23,aus-agent-test-v2,0.69403,0.567164,17,5,1050.0
rag2026-22,aus-agent-test-v2,0.739837,0.699187,30,7,954.0
rag2026-21,aus-agent-test-v2,0.704545,0.672727,31,4,1048.0
rag2026-26,aus-agent-test-v2,0.875,0.8,23,4,1033.0
rag2026-27,aus-agent-test-v2,0.609244,0.588235,28,9,1000.0
rag2026-28,aus-agent-test-v2,0.84375,0.819444,33,4,1066.0
rag2026-31,aus-agent-test-v2,0.530769,0.323077,16,8,1014.0
rag2026-33,aus-agent-test-v2,0.930556,0.907407,24,2,1037.0
rag2026-29,aus-agent-test-v2,0.700758,0.606061,30,10,894.0
rag2026-30,aus-agent-test-v2,0.652,0.576,28,9,1044.0
rag2026-35,aus-agent-test-v2,1.0,1.0,28,0,1086.0
rag2026-34,aus-agent-test-v2,0.846154,0.784615,19,0,994.0
rag2026-32,aus-agent-test-v2,1.0,1.0,33,0,1064.0
rag2026-37,aus-agent-test-v2,0.824742,0.773196,23,4,953.0
rag2026-41,aus-agent-test-v2,1.0,1.0,23,0,985.0
rag2026-36,aus-agent-test-v2,0.511765,0.411765,23,8,974.0
rag2026-42,aus-agent-test-v2,0.864407,0.847458,16,1,1081.0
rag2026-40,aus-agent-test-v2,1.0,1.0,23,0,1050.0
rag2026-38,aus-agent-test-v2,0.591603,0.526718,28,12,980.0
rag2026-39,aus-agent-test-v2,0.693182,0.545455,23,6,1048.0
rag2026-46,aus-agent-test-v2,0.833333,0.763889,18,3,1005.0
rag2026-44,aus-agent-test-v2,0.87931,0.793103,28,4,999.0
rag2026-48,aus-agent-test-v2,0.479167,0.444444,18,6,945.0
rag2026-43,aus-agent-test-v2,0.831776,0.785047,28,3,1049.0
rag2026-45,aus-agent-test-v2,0.850394,0.795276,29,4,1011.0
rag2026-47,aus-agent-test-v2,0.780899,0.752809,22,4,1042.0
rag2026-50,aus-agent-test-v2,0.710526,0.578947,15,4,952.0
rag2026-51,aus-agent-test-v2,0.886667,0.84,18,2,990.0
rag2026-49,aus-agent-test-v2,0.834821,0.758929,29,3,968.0
rag2026-52,aus-agent-test-v2,0.60101,0.565657,27,5,1005.0
rag2026-53,aus-agent-test-v2,0.473684,0.357895,22,11,1076.0
rag2026-56,aus-agent-test-v2,0.711765,0.623529,20,6,1026.0
rag2026-58,aus-agent-test-v2,0.940594,0.920792,25,0,987.0
rag2026-54,aus-agent-test-v2,0.556701,0.525773,23,8,1067.0
rag2026-57,aus-agent-test-v2,0.75625,0.725,19,4,1016.0
rag2026-61,aus-agent-test-v2,0.988372,0.976744,22,0,1070.0
rag2026-55,aus-agent-test-v2,0.645669,0.598425,32,9,964.0
rag2026-59,aus-agent-test-v2,0.679245,0.679245,26,6,914.0
rag2026-64,aus-agent-test-v2,1.0,1.0,20,0,1026.0
rag2026-60,aus-agent-test-v2,0.88172,0.817204,24,3,902.0
rag2026-62,aus-agent-test-v2,0.833333,0.733333,18,2,990.0
rag2026-65,aus-agent-test-v2,0.65,0.514286,17,6,934.0
rag2026-66,aus-agent-test-v2,1.0,1.0,23,0,1026.0
rag2026-68,aus-agent-test-v2,1.0,1.0,21,0,1055.0
rag2026-70,aus-agent-test-v2,1.0,1.0,23,0,977.0
rag2026-63,aus-agent-test-v2,0.828704,0.787037,30,1,1002.0
rag2026-67,aus-agent-test-v2,0.743056,0.541667,18,5,1088.0
rag2026-71,aus-agent-test-v2,0.770833,0.75,27,6,1073.0
rag2026-69,aus-agent-test-v2,0.620301,0.593985,32,10,1197.0
683a58c9a7e7fe4e76958488,aus-agent-creative-check,1.0,1.0,17,0,1008.0
683a58c9a7e7fe4e7695846f,aus-agent-creative-check,1.0,1.0,18,0,1093.0
683a58c9a7e7fe4e7695848b,aus-agent-creative-check,0.626316,0.431579,22,10,1059.0
rag2026-72,aus-agent-test-v2,0.298387,0.25,32,15,1050.0
684397d188c1deceb49af31d,aus-agent-creative-check,0.713115,0.672131,14,4,1027.0
683a58c9a7e7fe4e76958498,aus-agent-creative-check,0.858871,0.798387,32,5,1064.0
rag2026-74,aus-agent-test-v2,0.358974,0.358974,18,10,1084.0
684397d188c1deceb49af32d,aus-agent-creative-check,1.0,1.0,27,0,942.0
684397d188c1deceb49af325,aus-agent-creative-check,0.898305,0.79661,16,2,1000.0
rag2026-73,aus-agent-test-v2,0.864341,0.767442,30,6,1073.0
rag2026-76,aus-agent-test-v2,0.989474,0.978947,22,0,1068.0
rag2026-75,aus-agent-test-v2,0.860465,0.767442,22,2,1032.0
6847465956a0f6376a605367,aus-agent-creative-check,0.71,0.64,23,6,1031.0
6847465956a0f6376a60535d,aus-agent-creative-check,0.713542,0.583333,21,8,966.0
6847465956a0f6376a605360,aus-agent-creative-check,0.251969,0.251969,32,17,972.0
rag2026-78,aus-agent-test-v2,0.689655,0.62069,32,11,1007.0
rag2026-72,aus-agent-math-check,0.58871,0.548387,32,8,1051.0
rag2026-77,aus-agent-test-v2,0.549618,0.351145,31,15,1040.0
rag2026-79,aus-agent-test-v2,0.870588,0.811765,23,2,893.0
rag2026-72,test-ase-api-server-run-1,0.314516,0.306452,32,14,987.0
rag2026-72,aus-agent-discovery-check,0.83871,0.790323,32,4,1011.0
rag2026-72,test-ase-api-server-run,0.0,0.0,32,20,107.0
rag2026-72,aus-agent-recon-check,0.375,0.346774,32,13,1021.0
rag2026-72,aus-agent-terra-check,0.774194,0.758065,32,4,844.0
rag2026-72,aus-agent-azure-terra,0.153226,0.112903,32,18,687.0
rag2026-72,aus-agent-qterm-check,0.774194,0.758065,32,4,993.0
rag2026-72,aus-agent-opus-check,0.395161,0.33871,32,12,1014.0
rag2026-22,aus-agent-azure-terra,1.0,1.0,30,0,805.0
rag2026-22,aus-agent-azure-luna,0.699187,0.609756,30,8,1013.0
rag2026-22,aus-agent-azure-sol,0.861789,0.780488,30,5,950.0
rag2026-72,aus-agent-azure-sol,0.487903,0.459677,32,11,860.0
6847465956a0f6376a6053fb,aus-agent-luna-dev,0.592308,0.553846,16,5,869.0
rag2026-72,aus-agent-azure-luna,0.544355,0.508065,32,9,906.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev,0.608871,0.580645,32,8,924.0
6847465956a0f6376a605367,aus-agent-luna-dev,0.48,0.42,23,10,991.0
6847465956a0f6376a6054a7,aus-agent-luna-dev2,1.0,1.0,25,0,782.0
6847465956a0f6376a6053fb,aus-agent-luna-dev2,0.523077,0.353846,16,8,959.0
6847465956a0f6376a605391,aus-agent-luna-dev,0.597973,0.445946,32,16,1059.0
6847465956a0f6376a605493,aus-agent-luna-dev,0.857759,0.836207,34,3,1024.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev2,0.620968,0.540323,32,9,1068.0
6847465956a0f6376a6053fb,aus-agent-luna-dev3,0.484615,0.353846,16,8,944.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev3,0.983871,0.983871,32,0,975.0
6847465956a0f6376a605367,aus-agent-luna-dev4,0.99,0.98,23,0,946.0
6847465956a0f6376a6053fb,aus-agent-luna-dev4,0.753846,0.738462,16,3,999.0
6847465956a0f6376a6054a7,aus-agent-luna-dev3,0.759615,0.663462,25,7,933.0
6847465956a0f6376a6054a7,aus-agent-luna-dev4,0.932692,0.923077,25,0,608.0
6847465956a0f6376a605404,aus-agent-luna-dev4,0.554688,0.4375,17,6,957.0
683a58c9a7e7fe4e7695846f,aus-agent-sat-go,1.0,1.0,18,0,1058.0
683a58c9a7e7fe4e76958488,aus-agent-sat-go,1.0,1.0,17,0,710.0
684397d188c1deceb49af31d,aus-agent-sat-go,1.0,1.0,14,0,1008.0
6847465956a0f6376a605493,aus-agent-luna-dev4,0.693966,0.663793,34,3,991.0
684397d188c1deceb49af325,aus-agent-sat-go,0.686441,0.525424,16,4,976.0
684397d188c1deceb49af32d,aus-agent-sat-go,1.0,1.0,27,0,978.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev4,0.58871,0.419355,32,12,1070.0
683a58c9a7e7fe4e76958498,aus-agent-sat-go,0.737903,0.637097,32,9,931.0
6847465956a0f6376a605493,aus-agent-luna-cap10,0.491379,0.413793,34,10,881.0
683a58c9a7e7fe4e7695848b,aus-agent-sat-go,0.631579,0.463158,22,9,1039.0
6847465956a0f6376a60535d,aus-agent-sat-go,1.0,1.0,21,0,879.0
6847465956a0f6376a605360,aus-agent-sat-go,1.0,1.0,32,0,1044.0
6847465956a0f6376a605387,aus-agent-sat-go,1.0,1.0,21,0,1046.0
6847465956a0f6376a6053c9,aus-agent-sat-go,1.0,1.0,27,0,1081.0
6847465956a0f6376a6053ca,aus-agent-sat-go,1.0,1.0,26,0,906.0
6847465956a0f6376a6053a0,aus-agent-sat-go,0.647541,0.647541,28,7,998.0
6847465956a0f6376a6053fb,aus-agent-sat-go,0.738462,0.584615,16,5,911.0
6847465956a0f6376a605404,aus-agent-sat-go,1.0,1.0,17,0,892.0
6847465956a0f6376a605367,aus-agent-sat-go,0.525,0.39,23,11,1019.0
6847465956a0f6376a60542a,aus-agent-sat-go,1.0,1.0,27,0,1035.0
6847465956a0f6376a605391,aus-agent-sat-go,0.584459,0.533784,32,13,1005.0
6847465956a0f6376a60542d,aus-agent-sat-go,0.747368,0.694737,25,5,1050.0
6847465956a0f6376a60543d,aus-agent-sat-go,1.0,1.0,23,0,892.0
6847465956a0f6376a605440,aus-agent-sat-go,0.87037,0.851852,15,0,293.0
6847465956a0f6376a605476,aus-agent-sat-go,0.605634,0.577465,19,4,955.0
6847465956a0f6376a605433,aus-agent-sat-go,0.817073,0.743902,23,3,1070.0
6847465956a0f6376a60547e,aus-agent-sat-go,0.891304,0.836957,22,3,1107.0
6847465956a0f6376a60547f,aus-agent-sat-go,1.0,1.0,15,0,939.0
6847465956a0f6376a6054be,aus-agent-sat-go,1.0,1.0,29,0,878.0
6847465956a0f6376a605492,aus-agent-sat-go,0.819588,0.731959,23,4,506.0
6847465956a0f6376a6054ad,aus-agent-sat-go,1.0,1.0,26,0,1082.0
6847465956a0f6376a605493,aus-agent-sat-go,0.650862,0.62069,34,8,882.0
6847465956a0f6376a6054a7,aus-agent-sat-go,0.480769,0.278846,25,13,848.0
