rag2026-28	Write a blog post on the distinguishing difference between research in human interaction via Network Physicalization vs. Haptic Feedback in AR/VR. Do a thorough analysis on what the pros and cons of each method is and give a table with literature review on the research done on the topic. Give a grading from 1 to 5 for each on important metrics like Well-Research History, Resourcefulness, Practicallity, Accessibility for Researchers, Accessibility for Common Users
rag2026-35	Our board is revisiting our five-year capital allocation plan as a European integrated oil and gas company. Investors keep asking whether we should copy the U.S. majors and lean harder into low-cost upstream, LNG, dividends, and buybacks, or preserve a larger transition budget for power, offshore wind, hydrogen, biofuels, EV charging, and carbon capture. What should we keep in mind before deciding how far to shift capital back toward hydrocarbons versus low-carbon businesses? Please compare the strategic risks, investor implications, timing of returns, and credibility issues, and suggest what a sensible board-level posture might look like.
rag2026-39	Our city has inherited a large historic church downtown that no longer has a full congregation, and the council is considering turning it into a civic arts venue, local-history museum, and occasional worship space. What should we keep in mind before deciding? I’m especially interested in how Christian buildings have shaped Western civic identity, why people react so strongly to changing their use, and what practical safeguards would help us respect worship, heritage, tourism, neighborhood needs, and public ownership.
rag2026-41	I’m starting a pretty intense master’s program next semester and I’ll probably be living 30–40 minutes from campus because rent near school is rough. My apartment is small and noisy, so I’m trying to figure out a realistic study infrastructure before classes start: campus library, public libraries, coffee shops, maybe a coworking day pass sometimes, or even outdoor spots when the weather is good. Should I prioritize paying more to live closer to campus, or can I make a commuter setup work? What should I look for in study spaces and local amenities so I’m not wasting time, money, or focus every week?
rag2026-45	Our town council is considering launching a free Saturday morning 5K in local parks where people can walk, jog, run, volunteer, or just come along, partly as a low-cost way to improve fitness and partly to reduce loneliness among older adults and people with mild mental health difficulties. What should we realistically expect such a program to do for physical activity, mental health, and social connection? How should we design it so it does not just attract already-active, affluent runners, and what tradeoffs or implementation risks should we keep in mind before we fund it?
rag2026-49	Imagine you're launching a Gen Z focused startup in 2025 that offers short-form video therapy and mental wellness content developed through a TikTok-style mobile app. Write a detailed market research and business strategy report that covers: (1) the competitive landscape in mental health tech and how your idea differentiates from apps like Headspace, Calm, and BetterHelp; (2) user acquisition strategies that appeal specifically to Gen Z, with references to relevant media usage statistics, content formats, and platform behaviors; (3) ethical considerations and potential regulatory challenges, including how you would handle moderation, clinical oversight, and data privacy for a young audience. Your report should cite trends in the digital wellness, mental health stigma reduction, and social media driven habits.
rag2026-50	I'm helping design a museum panel on the Malayan Emergency for visitors who may only know it as a Cold War counterinsurgency success story. How should we explain whether British victory came mainly from military skill, colonial control, political reform, or communist mistakes? What should we say about the effects on Chinese squatters, the move toward independence, and the later memory of the conflict in Malaysia?
rag2026-51	I'm a tech lead for a 12-person remote team maintaining a fairly old payments service. Our pull requests have become huge, reviews take days, and people complain that reviews are either rubber-stamps or endless arguments about style. We already have CI and linters, but bugs and hard-to-change code still slip through. Should we redesign our code review process, and if so what rules should we adopt around PR size, reviewer expectations, security checks, response times, automation, and review culture? What tradeoffs should I expect if we push for smaller, faster reviews without lowering quality?
rag2026-57	Our state health policy group is getting pressure from kidney patients to support a pilot that would compensate living kidney donors, but several members worry it would cross a line into organ selling. What should we understand before taking a position? How do the current U.S. legal ban, international ethical norms, Iran’s regulated kidney market, black-market harms, donor safety evidence, and non-cash alternatives like expense reimbursement, paired donation, opt-out donation, or priority systems change the tradeoff?
rag2026-63	Write a comprehensive technical report for beginners to machine learning that explains how neural networks learn from data, including core concepts like forward propagation, loss functions, back propagation, and optimization methods. Use simple but intuitive examples and diagrams to illustrate the key ideas and processes involved.
rag2026-65	We’re a small HR-tech company that uses AI to screen resumes, rank candidates, and generate interview questions. We currently sell in the U.S. but are considering pilots in the EU, UK, Canada, Singapore, Australia, and maybe China. What should we keep in mind before expanding? I’m especially worried about whether hiring AI is treated as high risk, what notices or audits we may need, how the U.S. differs from the EU, and whether we should build one global compliance program or separate regional versions.
rag2026-66	I’m on a county public health team in an orchard region, and a school district plus a farmworker clinic want a practical plan for organophosphate pesticide drift season. What should we tell principals, parents, field supervisors, and urgent-care staff about recognizing possible poisoning, protecting responders and classrooms from secondary contamination, deciding when to call poison control or public health, and reducing exposure without pretending we can eliminate farming nearby?
rag2026-67	I’m putting together a short briefing for our company’s women’s employee network about administrative work, AI, and why support roles have been so gendered for so long. Can you help me understand how office work went from male clerks to female typists and secretaries, how automation and computers changed the work without necessarily improving its status, and what the 9to5 movement and later glass-ceiling debates suggest we should keep in mind today?
rag2026-69	You are a policy analyst at an independent financial-political think tank. Produce a 10000-12000-word policy white paper that answers: How has the rise of quantitative hedge funds and algorithmic trading since 2000 shaped political lobbying, campaign finance flows, and policy outcomes in OECD countries, and what regulatory reforms could ensure greater transparency and fairness?
rag2026-70	We’re a small digital-health startup planning a HIPAA-facing patient support assistant that will summarize uploaded care instructions, answer benefits questions from our own documents, and draft messages for nurses to review. We’re comparing OpenAI directly, Azure OpenAI, Anthropic Claude, Google Vertex/Gemini, and Amazon Bedrock. What should we keep in mind before picking an LLM API, especially around PHI/data retention, whether prompts train models, auditability, guardrails, and cost controls? I’m looking for a practical recommendation for a first production version, not just a feature list.
rag2026-75	Our mid-sized city is debating a housing package: legalizing more apartments near transit, reducing parking minimums, allowing ADUs and small multifamily homes, adding inclusionary zoning, regulating short-term rentals, and putting more money into vouchers and preservation. What should council members keep in mind if the goal is to lower rent pressure without pushing out current low-income renters? Which pieces are likely to help quickly, which are slower structural fixes, and what tradeoffs or sequencing issues should we be honest about?
rag2026-79	I’m on a city budget and planning committee, and our downtown still feels much quieter than before COVID even though unemployment is low. Office workers are hybrid, transit ridership is uneven, restaurants complain about weak weekday lunch traffic, and developers are asking for incentives to convert older office buildings into housing. What should we realistically expect from hybrid work over the next few years, and how should we prioritize downtown recovery policies—office conversions, transit funding, retail support, public space changes, or neighborhood-style mixed use—without just trying to force the old commuter economy back?
rag2026-83	Our state legislature is considering a bill that would repeal the death penalty, convert existing death sentences to life without parole, and redirect some capital-case money to homicide-victim services and cold-case work. I’m preparing a briefing for a senator who is conflicted: she worries about victims’ families and the worst murders, but also about innocence, racial bias, disability, cost, and botched executions. How should she think through the ethical and legal tradeoffs, and what questions should she ask before deciding whether to support repeal?
rag2026-85	Our city is considering a limited autonomous shuttle pilot for a downtown loop with cyclists, pedestrians, construction detours, winter rain/fog, and some nighttime service. Vendors are giving us very different stories: one says camera-heavy perception is enough if the AI is trained on enough miles, while another wants lidar/radar/camera fusion and a more expensive vehicle. What should we keep in mind when comparing these perception approaches? How should we think about sensors, fusion, datasets, edge-case testing, and what evidence we should ask vendors to show before allowing public-road operation?
rag2026-86	Write a detailed report on Langchain and how it became one of the most used python libraries in 2025 for AI application development using Large language models. Also explain evolution of the library, how it changed over the years, why was it created and also explain some of the more advanced libraries born out of it. Then explain why it has consistently been one of the best even though there are many python libraries that can also be used to create similar workflows and why I should prefer langchain over them in certain types of tasks. Talk about the company, how many contributors, main contributors, main source of income and finally end your report by summarising the direction in which langchain will progress and what their future plans are.
rag2026-87	Conduct a comprehensive comparative analysis of the causes, processes, and outcomes of the French Revolution (1789), Russian Revolution (1917), and Iranian Revolution (1979). Your analysis should examine: socioeconomic preconditions, ideological frameworks, revolutionary leadership structures, international influences, counter-revolutionary responses, institutional transformations, and long-term societal impacts. Develop a theoretical framework for understanding revolutionary dynamics and apply it to predict potential future revolutionary scenarios.
rag2026-93	I run health education for a university residence hall, and students are asking whether they should stop using tampons and period underwear after seeing posts about lead, arsenic, PFAS, and forever chemicals. What should I tell them about the actual risks, what is still unknown, how tampons compare with pads, menstrual cups, and period underwear, and what practical steps reduce risk without making students feel like they have to buy expensive specialty products?
rag2026-97	I advise a small progressive policy network that works with parties in Latin America. Chile under Gabriel Boric is coming up a lot in our internal debates: some people see it as a model for a democratic left government, while others think it shows the limits of trying to move fast on redistribution, constitutional change, lithium, water, Indigenous rights, and public security at the same time. How should we understand Boric’s experience so far? What were the main opportunities, constraints, and tradeoffs, and what lessons should a left coalition elsewhere in the region take from Chile?
rag2026-100	I help run a local civic group that hosts public forums, and we keep seeing the same pattern: people arrive with firm views on vaccines, climate, elections, or policing, and a pile of fact sheets barely moves anyone. What should we understand about why people’s beliefs become so rigid, and how should we design a workshop or conversation series that actually helps people update views, spot misinformation, and talk across political or identity lines without making defensiveness worse?
rag2026-101	I’m on the strategy team for a regional grocery chain that is considering a paid membership format with fewer SKUs, bigger pack sizes, more private label, and lower everyday prices. Costco is the obvious reference point, but our stores are smaller and our customers include a lot of price-sensitive families who may not want another subscription. What should we learn from Costco’s model, what should we avoid copying, and how would you think about the trade-offs around margins, customer loyalty, assortment, operations, e-commerce, employees, and competitive response?
rag2026-102	Write a detailed historical analysis of the economic rationale and ethical implications of the Allied strategic bombing campaigns in World War II, focusing on the bombing of industrial and civilian centers in Germany and Japan such as Dresden, Hamburg, and Tokyo. It should include a timeline of how the bombing campaigns changed over the course of the war. Assume the audience is a graduate student in history or political ethics.
rag2026-103	I work with a Barcelona neighborhood association that is trying to respond to pressure from tourist apartments and cruise day-trippers without ignoring how many local jobs depend on visitors. What should we keep in mind if we argue for tighter short-term-rental enforcement, cruise-ship limits, and more neighborhood-level visitor management? How do the housing, transport, air-quality, public-space, and local-business tradeoffs fit together, and which policy levers seem most defensible for residents while still keeping tourism economically useful?
rag2026-104	Our coastal district is considering spending climate-adaptation funds on mangrove restoration instead of another round of seawalls. We have eroding shorelines, old shrimp ponds, fishing households, and a tourism board that likes the blue carbon framing, but some engineers worry mangroves will be oversold as storm protection. What should we keep in mind before choosing this strategy? How do mangroves actually reduce risk, what ecosystem-service benefits are realistic, what are the common restoration mistakes, and when should mangroves be combined with engineered defenses rather than treated as a stand-alone solution?
rag2026-109	Our hospital is getting pitched a medical vision-language model that can look at images and talk through findings, draft chest X-ray reports, answer clinician questions, and maybe help with eye screening later. I’m on the clinical AI review group, not a model builder. What should we realistically expect from this kind of tool today, and where would you pilot it first? How should we compare things like report drafting, visual Q&A, longitudinal comparison with prior scans, and ophthalmology use cases? Also, what failure modes, validation steps, workflow limits, and regulatory issues should we keep in mind before anyone treats this as clinical decision support?
