qid,run_id,ternary_score,binary_score,n_criteria,n_mandatory_fail,response_length
rag2026-22,aus-agent-azure-sol,0.0,0.0,30,21,950.0
rag2026-22,aus-agent-azure-terra,0.0,0.0,30,21,805.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev,0.0,0.0,32,20,924.0
6847465956a0f6376a6053fb,aus-agent-luna-dev,0.0,0.0,16,11,869.0
6847465956a0f6376a6053fb,aus-agent-luna-dev2,0.0,0.0,16,11,959.0
6847465956a0f6376a605493,aus-agent-luna-dev,0.0,0.0,34,16,1024.0
6847465956a0f6376a605367,aus-agent-luna-dev,0.0,0.0,23,18,991.0
6847465956a0f6376a605391,aus-agent-luna-dev,0.0,0.0,32,28,1059.0
6847465956a0f6376a6053fb,aus-agent-luna-dev3,0.0,0.0,16,11,944.0
6847465956a0f6376a6054a7,aus-agent-luna-dev2,0.0,0.0,25,18,782.0
6847465956a0f6376a6054a7,aus-agent-luna-dev3,0.0,0.0,25,18,933.0
6847465956a0f6376a6053fb,aus-agent-luna-dev4,0.0,0.0,16,11,999.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev2,0.0,0.0,32,20,1068.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev3,0.0,0.0,32,20,975.0
6847465956a0f6376a605404,aus-agent-luna-dev4,0.0,0.0,17,10,957.0
6847465956a0f6376a605367,aus-agent-luna-dev4,0.0,0.0,23,18,946.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev4,0.0,0.0,32,20,1070.0
683a58c9a7e7fe4e7695846f,aus-agent-sat-go,0.0,0.0,18,14,1058.0
6847465956a0f6376a6054a7,aus-agent-luna-dev4,0.0,0.0,25,18,608.0
683a58c9a7e7fe4e76958488,aus-agent-sat-go,0.0,0.0,17,9,710.0
684397d188c1deceb49af31d,aus-agent-sat-go,0.0,0.0,14,11,1008.0
683a58c9a7e7fe4e7695848b,aus-agent-sat-go,0.0,0.0,22,17,1039.0
684397d188c1deceb49af325,aus-agent-sat-go,0.0,0.0,16,9,976.0
6847465956a0f6376a605493,aus-agent-luna-cap10,0.0,0.0,34,16,881.0
6847465956a0f6376a605493,aus-agent-luna-dev4,0.0,0.0,34,16,991.0
684397d188c1deceb49af32d,aus-agent-sat-go,0.0,0.0,27,20,978.0
683a58c9a7e7fe4e76958498,aus-agent-sat-go,0.0,0.0,32,20,931.0
6847465956a0f6376a60535d,aus-agent-sat-go,0.0,0.0,21,18,879.0
6847465956a0f6376a605367,aus-agent-sat-go,0.0,0.0,23,18,1019.0
6847465956a0f6376a6053fb,aus-agent-sat-go,0.0,0.0,16,11,911.0
6847465956a0f6376a605387,aus-agent-sat-go,0.0,0.0,21,18,1046.0
6847465956a0f6376a6053c9,aus-agent-sat-go,0.0,0.0,27,19,1081.0
6847465956a0f6376a6053a0,aus-agent-sat-go,0.0,0.0,28,22,998.0
6847465956a0f6376a605360,aus-agent-sat-go,0.0,0.0,32,21,1044.0
6847465956a0f6376a605391,aus-agent-sat-go,0.0,0.0,32,28,1005.0
6847465956a0f6376a6053ca,aus-agent-sat-go,0.0,0.0,26,15,906.0
6847465956a0f6376a605404,aus-agent-sat-go,0.0,0.0,17,10,892.0
6847465956a0f6376a605440,aus-agent-sat-go,0.0,0.0,15,8,293.0
6847465956a0f6376a605476,aus-agent-sat-go,0.0,0.0,19,11,955.0
6847465956a0f6376a60542a,aus-agent-sat-go,0.0,0.0,27,15,1035.0
6847465956a0f6376a605433,aus-agent-sat-go,0.0,0.0,23,12,1070.0
6847465956a0f6376a60542d,aus-agent-sat-go,0.0,0.0,25,15,1050.0
6847465956a0f6376a60547f,aus-agent-sat-go,0.0,0.0,15,10,939.0
6847465956a0f6376a60543d,aus-agent-sat-go,0.0,0.0,23,11,892.0
6847465956a0f6376a60547e,aus-agent-sat-go,0.0,0.0,22,16,1107.0
6847465956a0f6376a6054ad,aus-agent-sat-go,0.0,0.0,26,20,1082.0
6847465956a0f6376a6054be,aus-agent-sat-go,0.0,0.0,29,23,878.0
6847465956a0f6376a605492,aus-agent-sat-go,0.0,0.0,23,17,506.0
6847465956a0f6376a6054a7,aus-agent-sat-go,0.0,0.0,25,18,848.0
6847465956a0f6376a605493,aus-agent-sat-go,0.0,0.0,34,16,882.0
