qid,run_id,ternary_score,binary_score,n_criteria,n_mandatory_fail,response_length
683a58c9a7e7fe4e7695846f,aus-agent-creative-check,0.564103,0.474359,18,7,1135.0
rag2026-71,aus-agent-test-v2,0.6375,0.525,27,11,1115.0
rag2026-72,aus-agent-test-v2,0.225806,0.177419,32,16,1092.0
683a58c9a7e7fe4e76958488,aus-agent-creative-check,0.795082,0.737705,17,2,1050.0
683a58c9a7e7fe4e7695848b,aus-agent-creative-check,0.768421,0.589474,22,7,1101.0
684397d188c1deceb49af31d,aus-agent-creative-check,0.713115,0.672131,14,4,1069.0
683a58c9a7e7fe4e76958498,aus-agent-creative-check,0.508065,0.41129,32,11,1106.0
684397d188c1deceb49af325,aus-agent-creative-check,0.779661,0.677966,16,3,1042.0
rag2026-74,aus-agent-test-v2,0.038462,0.025641,18,14,1126.0
684397d188c1deceb49af32d,aus-agent-creative-check,0.587719,0.447368,27,11,984.0
6847465956a0f6376a605367,aus-agent-creative-check,0.43,0.26,23,14,1073.0
6847465956a0f6376a605360,aus-agent-creative-check,0.26378,0.23622,32,17,1014.0
rag2026-76,aus-agent-test-v2,0.926316,0.926316,22,1,1110.0
rag2026-75,aus-agent-test-v2,0.581395,0.5,22,7,1074.0
rag2026-77,aus-agent-test-v2,0.480916,0.389313,31,14,1082.0
6847465956a0f6376a60535d,aus-agent-creative-check,0.427083,0.21875,21,15,1008.0
rag2026-79,aus-agent-test-v2,0.535294,0.423529,23,7,935.0
rag2026-72,test-ase-api-server-run,0.0,0.0,32,20,149.0
rag2026-72,aus-agent-discovery-check,0.237903,0.169355,32,17,1053.0
rag2026-78,aus-agent-test-v2,0.5,0.406897,32,16,1049.0
rag2026-72,aus-agent-math-check,0.310484,0.177419,32,16,1093.0
rag2026-72,test-ase-api-server-run-1,0.262097,0.233871,32,15,1029.0
rag2026-72,aus-agent-recon-check,0.298387,0.241935,32,14,1063.0
rag2026-72,aus-agent-qterm-check,0.318548,0.290323,32,14,1035.0
rag2026-72,aus-agent-terra-check,0.197581,0.169355,32,17,886.0
rag2026-72,aus-agent-opus-check,0.362903,0.298387,32,13,1056.0
rag2026-72,aus-agent-azure-terra,0.145161,0.096774,32,18,729.0
rag2026-72,aus-agent-azure-luna,0.330645,0.274194,32,14,948.0
rag2026-72,aus-agent-azure-sol,0.153226,0.137097,32,17,902.0
rag2026-22,aus-agent-azure-luna,0.463415,0.373984,30,13,1055.0
rag2026-22,aus-agent-azure-terra,0.365854,0.195122,30,17,847.0
6847465956a0f6376a6053fb,aus-agent-luna-dev,0.5,0.215385,16,9,911.0
6847465956a0f6376a605367,aus-agent-luna-dev,0.59,0.54,23,8,1033.0
rag2026-22,aus-agent-azure-sol,0.49187,0.390244,30,13,992.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev,0.383065,0.322581,32,14,966.0
6847465956a0f6376a6053fb,aus-agent-luna-dev2,0.453846,0.246154,16,9,1001.0
6847465956a0f6376a605493,aus-agent-luna-dev,0.422414,0.362069,34,10,1066.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev2,0.495968,0.427419,32,11,1110.0
6847465956a0f6376a605391,aus-agent-luna-dev,0.523649,0.432432,32,16,1101.0
6847465956a0f6376a6053fb,aus-agent-luna-dev3,0.523077,0.430769,16,7,986.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev3,0.370968,0.290323,32,14,1017.0
6847465956a0f6376a6054a7,aus-agent-luna-dev2,0.418269,0.134615,25,16,824.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev4,0.540323,0.419355,32,12,1112.0
6847465956a0f6376a6054a7,aus-agent-luna-dev3,0.432692,0.230769,25,14,975.0
6847465956a0f6376a6053fb,aus-agent-luna-dev4,0.461538,0.292308,16,8,1041.0
6847465956a0f6376a605404,aus-agent-luna-dev4,0.609375,0.59375,17,4,999.0
6847465956a0f6376a6054a7,aus-agent-luna-dev4,0.375,0.182692,25,15,650.0
6847465956a0f6376a605367,aus-agent-luna-dev4,0.445,0.31,23,13,988.0
683a58c9a7e7fe4e76958488,aus-agent-sat-go,0.680328,0.622951,17,3,752.0
683a58c9a7e7fe4e7695846f,aus-agent-sat-go,0.532051,0.435897,18,8,1100.0
6847465956a0f6376a605493,aus-agent-luna-dev4,0.387931,0.344828,34,10,1033.0
683a58c9a7e7fe4e7695848b,aus-agent-sat-go,0.589474,0.431579,22,10,1081.0
684397d188c1deceb49af31d,aus-agent-sat-go,0.655738,0.639344,14,4,1050.0
6847465956a0f6376a605493,aus-agent-luna-cap10,0.469828,0.422414,34,9,923.0
684397d188c1deceb49af325,aus-agent-sat-go,0.728814,0.610169,16,3,1018.0
683a58c9a7e7fe4e76958498,aus-agent-sat-go,0.443548,0.314516,32,13,973.0
684397d188c1deceb49af32d,aus-agent-sat-go,0.605263,0.508772,27,10,1020.0
6847465956a0f6376a60535d,aus-agent-sat-go,0.5625,0.510417,21,9,921.0
6847465956a0f6376a605367,aus-agent-sat-go,0.485,0.34,23,12,1061.0
6847465956a0f6376a605360,aus-agent-sat-go,0.137795,0.110236,32,19,1086.0
6847465956a0f6376a6053a0,aus-agent-sat-go,0.360656,0.319672,28,15,1040.0
6847465956a0f6376a605387,aus-agent-sat-go,0.703125,0.5625,21,8,1088.0
6847465956a0f6376a6053c9,aus-agent-sat-go,0.234234,0.081081,27,18,1123.0
6847465956a0f6376a6053fb,aus-agent-sat-go,0.530769,0.4,16,7,953.0
6847465956a0f6376a6053ca,aus-agent-sat-go,0.530928,0.484536,26,6,948.0
6847465956a0f6376a605391,aus-agent-sat-go,0.310811,0.209459,32,23,1047.0
6847465956a0f6376a605404,aus-agent-sat-go,0.539062,0.40625,17,6,934.0
6847465956a0f6376a60542a,aus-agent-sat-go,0.383838,0.232323,27,12,1077.0
6847465956a0f6376a605440,aus-agent-sat-go,0.564815,0.5,15,3,335.0
6847465956a0f6376a60542d,aus-agent-sat-go,0.589474,0.473684,25,8,1092.0
6847465956a0f6376a60547f,aus-agent-sat-go,0.925,0.883333,15,1,981.0
6847465956a0f6376a605433,aus-agent-sat-go,0.689024,0.634146,23,4,1112.0
6847465956a0f6376a605476,aus-agent-sat-go,0.253521,0.098592,19,10,997.0
6847465956a0f6376a60543d,aus-agent-sat-go,0.632911,0.56962,23,4,934.0
6847465956a0f6376a60547e,aus-agent-sat-go,0.576087,0.5,22,8,1149.0
6847465956a0f6376a605492,aus-agent-sat-go,0.505155,0.350515,23,11,548.0
6847465956a0f6376a6054be,aus-agent-sat-go,0.228346,0.188976,29,19,920.0
6847465956a0f6376a6054ad,aus-agent-sat-go,0.90625,0.875,26,2,1124.0
6847465956a0f6376a605493,aus-agent-sat-go,0.547414,0.5,34,8,924.0
6847465956a0f6376a6054a7,aus-agent-sat-go,0.543269,0.375,25,11,890.0
