qid,run_id,ternary_score,binary_score,n_criteria,n_mandatory_fail,response_length
rag2026-13,aus-agent-test-full,0.702128,0.531915,23,8,1125.0
rag2026-12,aus-agent-test-full,0.226562,0.148438,28,21,1079.0
6847465956a0f6376a605391,aus-agent-dev-full,0.385135,0.277027,32,21,1113.0
6847465956a0f6376a6053ca,aus-agent-dev-full,0.582474,0.536082,26,5,1120.0
rag2026-14,aus-agent-test-full,0.548611,0.430556,18,7,1122.0
6847465956a0f6376a6053c9,aus-agent-dev-full,0.18018,0.126126,27,17,1147.0
rag2026-15,aus-agent-test-full,0.83908,0.758621,21,3,1089.0
6847465956a0f6376a6053fb,aus-agent-dev-full,0.584615,0.353846,16,8,1056.0
6847465956a0f6376a605404,aus-agent-dev-full,0.820312,0.703125,17,3,1040.0
rag2026-19,aus-agent-test-full,0.392405,0.329114,20,9,1093.0
6847465956a0f6376a60542a,aus-agent-dev-full,0.459596,0.323232,27,11,1116.0
rag2026-17,aus-agent-test-full,0.215517,0.206897,25,18,1071.0
6847465956a0f6376a60542d,aus-agent-dev-full,0.578947,0.4,25,9,1127.0
rag2026-18,aus-agent-test-full,0.640351,0.394737,30,11,1121.0
6847465956a0f6376a605433,aus-agent-dev-full,0.780488,0.658537,23,4,1062.0
rag2026-20,aus-agent-test-full,0.666667,0.439394,15,7,1133.0
6847465956a0f6376a60543d,aus-agent-dev-full,0.177215,0.101266,23,11,1034.0
rag2026-16,aus-agent-test-full,0.308036,0.214286,32,14,1097.0
6847465956a0f6376a605440,aus-agent-dev-full,0.583333,0.5,15,3,1038.0
6847465956a0f6376a605476,aus-agent-dev-full,0.119718,0.070423,19,10,1026.0
rag2026-23,aus-agent-test-full,0.783582,0.746269,17,3,1108.0
rag2026-25,aus-agent-test-full,0.857143,0.777778,15,2,944.0
rag2026-21,aus-agent-test-full,0.527273,0.463636,31,7,1095.0
rag2026-22,aus-agent-test-full,0.52439,0.373984,30,13,1093.0
rag2026-24,aus-agent-test-full,0.719178,0.534247,17,6,1036.0
6847465956a0f6376a60547e,aus-agent-dev-full,0.494565,0.467391,22,9,1128.0
6847465956a0f6376a60547f,aus-agent-dev-full,0.883333,0.85,15,1,1137.0
6847465956a0f6376a605492,aus-agent-dev-full,0.510309,0.42268,23,10,1099.0
rag2026-26,aus-agent-test-full,0.77,0.61,23,7,1103.0
6847465956a0f6376a605493,aus-agent-dev-full,0.362069,0.344828,34,10,1019.0
rag2026-27,aus-agent-test-full,0.445378,0.344538,28,14,1061.0
rag2026-28,aus-agent-test-full,0.357639,0.305556,33,18,1010.0
6847465956a0f6376a6054a7,aus-agent-dev-full,0.528846,0.278846,25,13,1018.0
6847465956a0f6376a6054ad,aus-agent-dev-full,0.794643,0.785714,26,4,960.0
rag2026-29,aus-agent-test-full,0.666667,0.575758,30,10,1088.0
rag2026-30,aus-agent-test-full,0.492,0.376,28,14,1114.0
rag2026-31,aus-agent-test-full,0.646154,0.523077,16,5,973.0
6847465956a0f6376a6054be,aus-agent-dev-full,0.448819,0.401575,29,14,1062.0
rag2026-35,aus-agent-test-full,0.398438,0.28125,28,18,1101.0
rag2026-32,aus-agent-test-full,0.788889,0.755556,33,5,1066.0
rag2026-34,aus-agent-test-full,0.707692,0.676923,19,1,1133.0
rag2026-33,aus-agent-test-full,0.657407,0.564815,24,9,1028.0
rag2026-37,aus-agent-test-full,0.701031,0.639175,23,5,1049.0
rag2026-38,aus-agent-test-full,0.534351,0.48855,28,13,1105.0
rag2026-36,aus-agent-test-full,0.347059,0.223529,23,10,1116.0
rag2026-42,aus-agent-test-full,0.491525,0.305085,16,7,1090.0
rag2026-39,aus-agent-test-full,0.676136,0.556818,23,5,1085.0
rag2026-41,aus-agent-test-full,0.655,0.51,23,9,1000.0
rag2026-43,aus-agent-test-full,0.485981,0.439252,28,10,1070.0
rag2026-40,aus-agent-test-full,0.818681,0.791209,23,3,1068.0
rag2026-46,aus-agent-test-full,0.701389,0.569444,18,5,1075.0
rag2026-44,aus-agent-test-full,0.590517,0.482759,28,10,1138.0
rag2026-45,aus-agent-test-full,0.767717,0.708661,29,7,1115.0
rag2026-1,aus-agent-test-v2,0.553191,0.43617,23,9,1097.0
rag2026-0,aus-agent-test-v2,0.609195,0.448276,21,8,1038.0
rag2026-2,aus-agent-test-v2,0.610526,0.484211,22,9,1081.0
rag2026-3,aus-agent-test-v2,0.44186,0.356589,30,15,1116.0
rag2026-8,aus-agent-test-v2,0.409639,0.325301,19,10,1109.0
rag2026-4,aus-agent-test-v2,0.697248,0.513761,26,9,995.0
rag2026-5,aus-agent-test-v2,0.744604,0.647482,32,9,1105.0
rag2026-7,aus-agent-test-v2,0.519841,0.444444,30,12,1093.0
rag2026-10,aus-agent-test-v2,0.666667,0.495935,27,12,1101.0
rag2026-6,aus-agent-test-v2,0.210884,0.142857,33,24,1109.0
rag2026-11,aus-agent-test-v2,0.462185,0.352941,28,13,1034.0
rag2026-14,aus-agent-test-v2,0.729167,0.666667,18,4,1103.0
rag2026-9,aus-agent-test-v2,0.592742,0.483871,29,12,934.0
rag2026-15,aus-agent-test-v2,0.867816,0.758621,21,3,1085.0
rag2026-19,aus-agent-test-v2,0.35443,0.35443,20,9,1120.0
rag2026-13,aus-agent-test-v2,0.654255,0.404255,23,10,1083.0
rag2026-12,aus-agent-test-v2,0.304688,0.1875,28,20,1128.0
rag2026-18,aus-agent-test-v2,0.355263,0.149123,30,15,1100.0
rag2026-20,aus-agent-test-v2,0.810606,0.772727,15,3,1045.0
rag2026-17,aus-agent-test-v2,0.465517,0.336207,25,15,1035.0
rag2026-23,aus-agent-test-v2,0.746269,0.671642,17,4,1096.0
rag2026-16,aus-agent-test-v2,0.383929,0.267857,32,12,1091.0
rag2026-22,aus-agent-test-v2,0.5,0.430894,30,12,1000.0
rag2026-25,aus-agent-test-v2,0.968254,0.968254,15,0,1025.0
rag2026-24,aus-agent-test-v2,0.80137,0.69863,17,4,1104.0
rag2026-21,aus-agent-test-v2,0.495455,0.463636,31,7,1094.0
rag2026-31,aus-agent-test-v2,0.684615,0.476923,16,6,1060.0
rag2026-27,aus-agent-test-v2,0.382353,0.319328,28,15,1046.0
rag2026-29,aus-agent-test-v2,0.545455,0.462121,30,13,940.0
rag2026-28,aus-agent-test-v2,0.534722,0.458333,33,14,1112.0
rag2026-30,aus-agent-test-v2,0.552,0.432,28,13,1090.0
rag2026-26,aus-agent-test-v2,0.695,0.56,23,8,1079.0
rag2026-32,aus-agent-test-v2,0.751852,0.725926,33,5,1110.0
rag2026-33,aus-agent-test-v2,0.699074,0.583333,24,9,1083.0
rag2026-34,aus-agent-test-v2,0.653846,0.476923,19,4,1040.0
rag2026-36,aus-agent-test-v2,0.276471,0.117647,23,11,1020.0
rag2026-35,aus-agent-test-v2,0.609375,0.53125,28,12,1132.0
rag2026-38,aus-agent-test-v2,0.572519,0.526718,28,12,1026.0
rag2026-39,aus-agent-test-v2,0.676136,0.579545,23,5,1094.0
rag2026-42,aus-agent-test-v2,0.542373,0.40678,16,5,1127.0
rag2026-41,aus-agent-test-v2,0.49,0.38,23,12,1031.0
rag2026-40,aus-agent-test-v2,0.626374,0.56044,23,6,1096.0
rag2026-37,aus-agent-test-v2,0.654639,0.556701,23,7,999.0
rag2026-43,aus-agent-test-v2,0.523364,0.420561,28,10,1095.0
rag2026-44,aus-agent-test-v2,0.512931,0.396552,28,12,1045.0
rag2026-46,aus-agent-test-v2,0.861111,0.777778,18,2,1051.0
rag2026-48,aus-agent-test-v2,0.798611,0.763889,18,3,991.0
rag2026-47,aus-agent-test-v2,0.713483,0.617978,22,6,1088.0
rag2026-51,aus-agent-test-v2,0.753333,0.706667,18,4,1036.0
rag2026-49,aus-agent-test-v2,0.517857,0.392857,29,10,1014.0
rag2026-45,aus-agent-test-v2,0.531496,0.409449,29,13,1057.0
rag2026-52,aus-agent-test-v2,0.232323,0.131313,27,14,1051.0
rag2026-53,aus-agent-test-v2,0.394737,0.357895,22,11,1122.0
rag2026-50,aus-agent-test-v2,0.526316,0.421053,15,5,998.0
rag2026-54,aus-agent-test-v2,0.448454,0.350515,23,11,1113.0
rag2026-56,aus-agent-test-v2,0.658824,0.517647,20,7,1072.0
rag2026-55,aus-agent-test-v2,0.507874,0.425197,32,13,1010.0
rag2026-58,aus-agent-test-v2,0.811881,0.80198,25,2,1033.0
rag2026-57,aus-agent-test-v2,0.75625,0.6625,19,5,1062.0
rag2026-61,aus-agent-test-v2,0.406977,0.255814,22,10,1116.0
rag2026-62,aus-agent-test-v2,0.875,0.816667,18,1,1036.0
rag2026-60,aus-agent-test-v2,0.569892,0.462366,24,8,948.0
rag2026-65,aus-agent-test-v2,0.635714,0.514286,17,6,980.0
rag2026-59,aus-agent-test-v2,0.504717,0.471698,26,10,960.0
rag2026-64,aus-agent-test-v2,0.620879,0.483516,20,9,1072.0
rag2026-63,aus-agent-test-v2,0.625,0.583333,30,5,1048.0
rag2026-67,aus-agent-test-v2,0.756944,0.708333,18,3,1134.0
rag2026-66,aus-agent-test-v2,0.484043,0.404255,23,10,1072.0
rag2026-68,aus-agent-test-v2,0.728395,0.54321,21,7,1101.0
rag2026-70,aus-agent-test-v2,0.775,0.74,23,4,1023.0
rag2026-71,aus-agent-test-v2,0.616667,0.483333,27,12,1119.0
rag2026-69,aus-agent-test-v2,0.43609,0.345865,32,15,1243.0
683a58c9a7e7fe4e7695846f,aus-agent-creative-check,0.525641,0.525641,18,7,1139.0
rag2026-72,aus-agent-test-v2,0.245968,0.217742,32,15,1096.0
rag2026-73,aus-agent-test-v2,0.868217,0.775194,30,5,1119.0
683a58c9a7e7fe4e7695848b,aus-agent-creative-check,0.689474,0.431579,22,10,1105.0
684397d188c1deceb49af31d,aus-agent-creative-check,0.696721,0.639344,14,4,1073.0
683a58c9a7e7fe4e76958488,aus-agent-creative-check,0.721311,0.622951,17,3,1054.0
683a58c9a7e7fe4e76958498,aus-agent-creative-check,0.495968,0.427419,32,11,1110.0
684397d188c1deceb49af325,aus-agent-creative-check,0.771186,0.610169,16,3,1046.0
rag2026-74,aus-agent-test-v2,0.070513,0.0,18,14,1130.0
684397d188c1deceb49af32d,aus-agent-creative-check,0.618421,0.464912,27,11,988.0
6847465956a0f6376a605367,aus-agent-creative-check,0.46,0.31,23,13,1077.0
6847465956a0f6376a60535d,aus-agent-creative-check,0.484375,0.197917,21,15,1012.0
rag2026-76,aus-agent-test-v2,0.978947,0.978947,22,0,1114.0
6847465956a0f6376a605360,aus-agent-creative-check,0.291339,0.23622,32,17,1018.0
rag2026-75,aus-agent-test-v2,0.459302,0.27907,22,10,1078.0
rag2026-77,aus-agent-test-v2,0.522901,0.412214,31,13,1086.0
rag2026-78,aus-agent-test-v2,0.551724,0.475862,32,14,1053.0
rag2026-72,test-ase-api-server-run,0.0,0.0,32,20,153.0
rag2026-72,aus-agent-discovery-check,0.21371,0.137097,32,17,1057.0
rag2026-72,aus-agent-math-check,0.25,0.201613,32,15,1097.0
rag2026-79,aus-agent-test-v2,0.5,0.447059,23,7,939.0
rag2026-72,test-ase-api-server-run-1,0.290323,0.233871,32,15,1033.0
rag2026-72,aus-agent-recon-check,0.322581,0.258065,32,14,1067.0
rag2026-72,aus-agent-qterm-check,0.33871,0.290323,32,14,1039.0
rag2026-72,aus-agent-opus-check,0.399194,0.330645,32,13,1060.0
rag2026-72,aus-agent-terra-check,0.233871,0.177419,32,16,890.0
rag2026-72,aus-agent-azure-terra,0.193548,0.177419,32,16,733.0
rag2026-22,aus-agent-azure-terra,0.47561,0.333333,30,14,851.0
rag2026-72,aus-agent-azure-luna,0.375,0.314516,32,13,952.0
rag2026-72,aus-agent-azure-sol,0.145161,0.137097,32,17,906.0
rag2026-22,aus-agent-azure-luna,0.47561,0.357724,30,13,1059.0
rag2026-22,aus-agent-azure-sol,0.45122,0.308943,30,15,996.0
6847465956a0f6376a6053fb,aus-agent-luna-dev,0.384615,0.292308,16,8,915.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev,0.354839,0.225806,32,16,970.0
6847465956a0f6376a605367,aus-agent-luna-dev,0.59,0.42,23,10,1037.0
6847465956a0f6376a6053fb,aus-agent-luna-dev2,0.492308,0.246154,16,9,1005.0
6847465956a0f6376a605493,aus-agent-luna-dev,0.443966,0.362069,34,10,1070.0
6847465956a0f6376a6054a7,aus-agent-luna-dev2,0.432692,0.182692,25,15,828.0
6847465956a0f6376a605391,aus-agent-luna-dev,0.489865,0.364865,32,18,1105.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev2,0.46371,0.362903,32,13,1114.0
6847465956a0f6376a6053fb,aus-agent-luna-dev3,0.561538,0.430769,16,7,990.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev3,0.435484,0.387097,32,12,1021.0
6847465956a0f6376a6053fb,aus-agent-luna-dev4,0.438462,0.292308,16,8,1045.0
6847465956a0f6376a6054a7,aus-agent-luna-dev3,0.408654,0.182692,25,15,979.0
6847465956a0f6376a605404,aus-agent-luna-dev4,0.453125,0.359375,17,7,1003.0
6847465956a0f6376a605367,aus-agent-luna-dev4,0.485,0.44,23,10,992.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev4,0.508065,0.370968,32,12,1116.0
6847465956a0f6376a6054a7,aus-agent-luna-dev4,0.341346,0.163462,25,15,654.0
683a58c9a7e7fe4e76958488,aus-agent-sat-go,0.598361,0.377049,17,6,756.0
6847465956a0f6376a605493,aus-agent-luna-dev4,0.465517,0.405172,34,9,1037.0
683a58c9a7e7fe4e7695846f,aus-agent-sat-go,0.532051,0.435897,18,8,1104.0
684397d188c1deceb49af31d,aus-agent-sat-go,0.680328,0.639344,14,4,1054.0
684397d188c1deceb49af325,aus-agent-sat-go,0.70339,0.610169,16,3,1022.0
683a58c9a7e7fe4e7695848b,aus-agent-sat-go,0.615789,0.484211,22,9,1085.0
6847465956a0f6376a605493,aus-agent-luna-cap10,0.474138,0.439655,34,9,927.0
683a58c9a7e7fe4e76958498,aus-agent-sat-go,0.391129,0.290323,32,14,977.0
6847465956a0f6376a60535d,aus-agent-sat-go,0.666667,0.5625,21,8,925.0
6847465956a0f6376a605367,aus-agent-sat-go,0.46,0.39,23,11,1065.0
684397d188c1deceb49af32d,aus-agent-sat-go,0.653509,0.578947,27,8,1024.0
6847465956a0f6376a605360,aus-agent-sat-go,0.173228,0.165354,32,18,1090.0
6847465956a0f6376a6053a0,aus-agent-sat-go,0.381148,0.360656,28,14,1044.0
6847465956a0f6376a6053c9,aus-agent-sat-go,0.220721,0.099099,27,18,1127.0
6847465956a0f6376a605391,aus-agent-sat-go,0.287162,0.195946,32,23,1051.0
6847465956a0f6376a6053ca,aus-agent-sat-go,0.582474,0.484536,26,6,952.0
6847465956a0f6376a605387,aus-agent-sat-go,0.739583,0.6875,21,6,1092.0
6847465956a0f6376a605404,aus-agent-sat-go,0.515625,0.4375,17,6,938.0
6847465956a0f6376a60542a,aus-agent-sat-go,0.469697,0.282828,27,11,1081.0
6847465956a0f6376a605440,aus-agent-sat-go,0.546296,0.462963,15,3,339.0
6847465956a0f6376a605476,aus-agent-sat-go,0.253521,0.098592,19,10,1001.0
6847465956a0f6376a605433,aus-agent-sat-go,0.676829,0.634146,23,4,1116.0
6847465956a0f6376a6053fb,aus-agent-sat-go,0.607692,0.4,16,7,957.0
6847465956a0f6376a60543d,aus-agent-sat-go,0.677215,0.632911,23,3,938.0
6847465956a0f6376a60542d,aus-agent-sat-go,0.578947,0.452632,25,8,1096.0
6847465956a0f6376a60547e,aus-agent-sat-go,0.5,0.445652,22,9,1153.0
6847465956a0f6376a60547f,aus-agent-sat-go,0.866667,0.766667,15,2,985.0
6847465956a0f6376a605492,aus-agent-sat-go,0.438144,0.298969,23,12,552.0
6847465956a0f6376a6054be,aus-agent-sat-go,0.240157,0.212598,29,18,924.0
6847465956a0f6376a6054ad,aus-agent-sat-go,0.741071,0.633929,26,7,1128.0
6847465956a0f6376a6054a7,aus-agent-sat-go,0.528846,0.278846,25,13,894.0
6847465956a0f6376a605493,aus-agent-sat-go,0.517241,0.431034,34,8,928.0
