qid,run_id,ternary_score,binary_score,n_criteria,n_mandatory_fail,response_length
rag2026-8,aus-agent-test-v2,0.361446,0.228916,19,12,1105.0
rag2026-9,aus-agent-test-v2,0.528226,0.306452,29,16,930.0
rag2026-7,aus-agent-test-v2,0.440476,0.380952,30,14,1089.0
rag2026-6,aus-agent-test-v2,0.289116,0.095238,33,25,1105.0
rag2026-11,aus-agent-test-v2,0.420168,0.226891,28,16,1030.0
rag2026-10,aus-agent-test-v2,0.674797,0.406504,27,13,1097.0
rag2026-14,aus-agent-test-v2,0.5625,0.361111,18,8,1099.0
rag2026-12,aus-agent-test-v2,0.363281,0.070312,28,23,1124.0
rag2026-13,aus-agent-test-v2,0.510638,0.276596,23,12,1079.0
rag2026-15,aus-agent-test-v2,0.597701,0.413793,21,9,1081.0
rag2026-19,aus-agent-test-v2,0.329114,0.177215,20,11,1116.0
rag2026-20,aus-agent-test-v2,0.742424,0.484848,15,6,1041.0
rag2026-18,aus-agent-test-v2,0.385965,0.131579,30,15,1096.0
rag2026-23,aus-agent-test-v2,0.69403,0.641791,17,4,1092.0
rag2026-16,aus-agent-test-v2,0.285714,0.133929,32,15,1087.0
rag2026-21,aus-agent-test-v2,0.527273,0.418182,31,8,1090.0
rag2026-22,aus-agent-test-v2,0.5,0.349593,30,14,996.0
rag2026-24,aus-agent-test-v2,0.678082,0.561644,17,6,1100.0
rag2026-25,aus-agent-test-v2,0.944444,0.888889,15,1,1021.0
rag2026-17,aus-agent-test-v2,0.336207,0.12069,25,20,1031.0
rag2026-31,aus-agent-test-v2,0.430769,0.092308,16,11,1056.0
rag2026-27,aus-agent-test-v2,0.319328,0.193277,28,18,1042.0
rag2026-30,aus-agent-test-v2,0.48,0.336,28,15,1086.0
rag2026-29,aus-agent-test-v2,0.518939,0.371212,30,15,936.0
rag2026-33,aus-agent-test-v2,0.587963,0.407407,24,12,1079.0
rag2026-34,aus-agent-test-v2,0.584615,0.369231,19,5,1036.0
rag2026-36,aus-agent-test-v2,0.211765,0.058824,23,12,1016.0
rag2026-28,aus-agent-test-v2,0.392361,0.1875,33,21,1108.0
rag2026-26,aus-agent-test-v2,0.645,0.41,23,11,1075.0
rag2026-38,aus-agent-test-v2,0.507634,0.396947,28,15,1022.0
rag2026-37,aus-agent-test-v2,0.5,0.195876,23,14,995.0
rag2026-42,aus-agent-test-v2,0.5,0.237288,16,7,1123.0
rag2026-39,aus-agent-test-v2,0.585227,0.352273,23,9,1090.0
rag2026-40,aus-agent-test-v2,0.659341,0.527473,23,7,1092.0
rag2026-35,aus-agent-test-v2,0.410156,0.210938,28,19,1128.0
rag2026-41,aus-agent-test-v2,0.395,0.24,23,14,1027.0
rag2026-46,aus-agent-test-v2,0.770833,0.666667,18,4,1047.0
rag2026-43,aus-agent-test-v2,0.514019,0.401869,28,10,1091.0
rag2026-45,aus-agent-test-v2,0.65748,0.464567,29,12,1053.0
rag2026-49,aus-agent-test-v2,0.477679,0.258929,29,13,1010.0
rag2026-44,aus-agent-test-v2,0.521552,0.310345,28,14,1041.0
rag2026-51,aus-agent-test-v2,0.64,0.506667,18,7,1032.0
rag2026-52,aus-agent-test-v2,0.368687,0.131313,27,14,1047.0
rag2026-47,aus-agent-test-v2,0.657303,0.505618,22,8,1084.0
rag2026-56,aus-agent-test-v2,0.605882,0.447059,20,9,1068.0
rag2026-48,aus-agent-test-v2,0.819444,0.736111,18,3,987.0
rag2026-54,aus-agent-test-v2,0.448454,0.278351,23,12,1109.0
rag2026-53,aus-agent-test-v2,0.447368,0.252632,22,13,1118.0
rag2026-55,aus-agent-test-v2,0.527559,0.425197,32,13,1006.0
rag2026-50,aus-agent-test-v2,0.377193,0.210526,15,7,994.0
rag2026-57,aus-agent-test-v2,0.61875,0.45,19,8,1058.0
rag2026-32,aus-agent-test-v2,0.72963,0.614815,33,8,1106.0
rag2026-65,aus-agent-test-v2,0.614286,0.514286,17,6,976.0
rag2026-58,aus-agent-test-v2,0.841584,0.821782,25,2,1029.0
rag2026-59,aus-agent-test-v2,0.419811,0.330189,26,13,956.0
rag2026-63,aus-agent-test-v2,0.601852,0.564815,30,5,1044.0
rag2026-60,aus-agent-test-v2,0.575269,0.419355,24,8,944.0
rag2026-64,aus-agent-test-v2,0.538462,0.296703,20,12,1068.0
rag2026-62,aus-agent-test-v2,0.791667,0.733333,18,2,1032.0
rag2026-68,aus-agent-test-v2,0.703704,0.518519,21,7,1097.0
rag2026-67,aus-agent-test-v2,0.666667,0.430556,18,7,1130.0
rag2026-69,aus-agent-test-v2,0.406015,0.285714,32,17,1239.0
rag2026-66,aus-agent-test-v2,0.484043,0.329787,23,11,1068.0
rag2026-70,aus-agent-test-v2,0.725,0.64,23,6,1019.0
rag2026-73,aus-agent-test-v2,0.775194,0.682171,30,7,1115.0
rag2026-71,aus-agent-test-v2,0.495833,0.283333,27,16,1115.0
rag2026-61,aus-agent-test-v2,0.488372,0.27907,22,10,1112.0
rag2026-72,aus-agent-test-v2,0.282258,0.217742,32,15,1092.0
684397d188c1deceb49af325,aus-agent-creative-check,0.805085,0.728814,16,2,1042.0
684397d188c1deceb49af31d,aus-agent-creative-check,0.655738,0.557377,14,5,1069.0
683a58c9a7e7fe4e7695846f,aus-agent-creative-check,0.371795,0.217949,18,11,1135.0
683a58c9a7e7fe4e76958488,aus-agent-creative-check,0.614754,0.459016,17,5,1050.0
rag2026-74,aus-agent-test-v2,0.051282,0.025641,18,14,1126.0
683a58c9a7e7fe4e76958498,aus-agent-creative-check,0.443548,0.346774,32,13,1106.0
684397d188c1deceb49af32d,aus-agent-creative-check,0.644737,0.447368,27,11,984.0
rag2026-76,aus-agent-test-v2,0.873684,0.8,22,3,1110.0
683a58c9a7e7fe4e7695848b,aus-agent-creative-check,0.636842,0.347368,22,12,1101.0
6847465956a0f6376a60535d,aus-agent-creative-check,0.494792,0.25,21,14,1008.0
rag2026-77,aus-agent-test-v2,0.496183,0.358779,31,14,1082.0
6847465956a0f6376a605360,aus-agent-creative-check,0.23622,0.149606,32,18,1014.0
rag2026-78,aus-agent-test-v2,0.458621,0.289655,32,19,1049.0
rag2026-75,aus-agent-test-v2,0.401163,0.197674,22,11,1074.0
rag2026-72,test-ase-api-server-run,0.0,0.0,32,20,149.0
rag2026-79,aus-agent-test-v2,0.517647,0.388235,23,8,935.0
6847465956a0f6376a605367,aus-agent-creative-check,0.495,0.14,23,16,1073.0
rag2026-72,aus-agent-math-check,0.245968,0.16129,32,16,1093.0
rag2026-72,aus-agent-discovery-check,0.290323,0.193548,32,16,1053.0
rag2026-72,aus-agent-recon-check,0.298387,0.241935,32,14,1063.0
rag2026-72,aus-agent-opus-check,0.383065,0.258065,32,14,1056.0
rag2026-72,aus-agent-terra-check,0.189516,0.137097,32,17,886.0
rag2026-72,test-ase-api-server-run-1,0.282258,0.217742,32,15,1029.0
rag2026-72,aus-agent-azure-sol,0.298387,0.25,32,15,902.0
rag2026-72,aus-agent-azure-luna,0.375,0.217742,32,15,948.0
rag2026-72,aus-agent-qterm-check,0.330645,0.274194,32,14,1035.0
rag2026-72,aus-agent-azure-terra,0.21371,0.096774,32,18,729.0
6847465956a0f6376a6053fb,aus-agent-luna-dev,0.5,0.215385,16,9,911.0
rag2026-22,aus-agent-azure-sol,0.621951,0.512195,30,10,992.0
rag2026-22,aus-agent-azure-terra,0.536585,0.333333,30,14,847.0
rag2026-22,aus-agent-azure-luna,0.53252,0.292683,30,15,1055.0
6847465956a0f6376a605367,aus-agent-luna-dev,0.555,0.3,23,12,1033.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev,0.342742,0.201613,32,17,966.0
6847465956a0f6376a605391,aus-agent-luna-dev,0.472973,0.22973,32,22,1101.0
6847465956a0f6376a6053fb,aus-agent-luna-dev2,0.530769,0.215385,16,9,1001.0
6847465956a0f6376a605493,aus-agent-luna-dev,0.456897,0.327586,34,10,1066.0
6847465956a0f6376a6054a7,aus-agent-luna-dev2,0.427885,0.086538,25,17,824.0
6847465956a0f6376a6053fb,aus-agent-luna-dev3,0.453846,0.138462,16,10,986.0
6847465956a0f6376a6053fb,aus-agent-luna-dev4,0.515385,0.292308,16,8,1041.0
6847465956a0f6376a6054a7,aus-agent-luna-dev4,0.375,0.086538,25,17,650.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev4,0.524194,0.306452,32,14,1112.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev2,0.427419,0.209677,32,16,1110.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev3,0.407258,0.25,32,15,1017.0
6847465956a0f6376a6054a7,aus-agent-luna-dev3,0.384615,0.086538,25,17,975.0
6847465956a0f6376a605367,aus-agent-luna-dev4,0.56,0.32,23,12,988.0
6847465956a0f6376a605404,aus-agent-luna-dev4,0.609375,0.359375,17,7,999.0
684397d188c1deceb49af31d,aus-agent-sat-go,0.737705,0.639344,14,4,1050.0
683a58c9a7e7fe4e76958488,aus-agent-sat-go,0.598361,0.459016,17,5,752.0
683a58c9a7e7fe4e7695846f,aus-agent-sat-go,0.352564,0.179487,18,12,1100.0
684397d188c1deceb49af325,aus-agent-sat-go,0.677966,0.559322,16,4,1018.0
6847465956a0f6376a605493,aus-agent-luna-dev4,0.487069,0.362069,34,10,1033.0
683a58c9a7e7fe4e7695848b,aus-agent-sat-go,0.678947,0.536842,22,8,1081.0
6847465956a0f6376a605493,aus-agent-luna-cap10,0.448276,0.344828,34,10,923.0
684397d188c1deceb49af32d,aus-agent-sat-go,0.679825,0.596491,27,8,1020.0
6847465956a0f6376a605367,aus-agent-sat-go,0.53,0.25,23,13,1061.0
6847465956a0f6376a605360,aus-agent-sat-go,0.192913,0.110236,32,19,1086.0
6847465956a0f6376a60535d,aus-agent-sat-go,0.5625,0.40625,21,11,921.0
6847465956a0f6376a605387,aus-agent-sat-go,0.598958,0.458333,21,10,1088.0
6847465956a0f6376a6053a0,aus-agent-sat-go,0.360656,0.237705,28,17,1040.0
6847465956a0f6376a6053fb,aus-agent-sat-go,0.569231,0.4,16,7,953.0
6847465956a0f6376a605391,aus-agent-sat-go,0.27027,0.094595,32,26,1047.0
6847465956a0f6376a6053c9,aus-agent-sat-go,0.220721,0.054054,27,19,1123.0
6847465956a0f6376a6053ca,aus-agent-sat-go,0.608247,0.536082,26,5,948.0
6847465956a0f6376a605404,aus-agent-sat-go,0.609375,0.28125,17,8,934.0
683a58c9a7e7fe4e76958498,aus-agent-sat-go,0.362903,0.193548,32,16,973.0
6847465956a0f6376a60542a,aus-agent-sat-go,0.378788,0.181818,27,13,1077.0
6847465956a0f6376a605476,aus-agent-sat-go,0.232394,0.098592,19,10,997.0
6847465956a0f6376a60547f,aus-agent-sat-go,0.8,0.716667,15,3,981.0
6847465956a0f6376a60542d,aus-agent-sat-go,0.505263,0.326316,25,10,1092.0
6847465956a0f6376a60543d,aus-agent-sat-go,0.658228,0.56962,23,4,934.0
6847465956a0f6376a60547e,aus-agent-sat-go,0.527174,0.423913,22,9,1149.0
6847465956a0f6376a6054a7,aus-agent-sat-go,0.495192,0.230769,25,14,890.0
6847465956a0f6376a605433,aus-agent-sat-go,0.829268,0.743902,23,3,1112.0
6847465956a0f6376a605440,aus-agent-sat-go,0.462963,0.259259,15,6,335.0
6847465956a0f6376a6054ad,aus-agent-sat-go,0.665179,0.589286,26,8,1124.0
6847465956a0f6376a605493,aus-agent-sat-go,0.521552,0.431034,34,8,924.0
6847465956a0f6376a605492,aus-agent-sat-go,0.479381,0.247423,23,13,548.0
6847465956a0f6376a6054be,aus-agent-sat-go,0.267717,0.149606,29,20,920.0
