qid,run_id,ternary_score,binary_score,n_criteria,n_mandatory_fail,response_length
rag2026-3,aus-agent-test-v2,0.465116,0.426357,30,14,1079.0
rag2026-2,aus-agent-test-v2,0.584211,0.378947,22,11,1044.0
rag2026-8,aus-agent-test-v2,0.391566,0.289157,19,11,1072.0
rag2026-4,aus-agent-test-v2,0.697248,0.559633,26,8,958.0
rag2026-7,aus-agent-test-v2,0.507937,0.34127,30,15,1056.0
rag2026-6,aus-agent-test-v2,0.176871,0.108844,33,25,1072.0
rag2026-5,aus-agent-test-v2,0.705036,0.633094,32,9,1068.0
rag2026-9,aus-agent-test-v2,0.495968,0.306452,29,16,897.0
rag2026-10,aus-agent-test-v2,0.666667,0.495935,27,12,1064.0
rag2026-14,aus-agent-test-v2,0.694444,0.625,18,5,1066.0
rag2026-11,aus-agent-test-v2,0.44958,0.369748,28,13,997.0
rag2026-12,aus-agent-test-v2,0.382812,0.265625,28,18,1091.0
rag2026-13,aus-agent-test-v2,0.62766,0.404255,23,10,1046.0
rag2026-15,aus-agent-test-v2,0.781609,0.758621,21,3,1048.0
rag2026-19,aus-agent-test-v2,0.373418,0.329114,20,9,1083.0
rag2026-16,aus-agent-test-v2,0.339286,0.223214,32,13,1054.0
rag2026-17,aus-agent-test-v2,0.689655,0.508621,25,11,998.0
rag2026-20,aus-agent-test-v2,0.810606,0.621212,15,5,1008.0
rag2026-21,aus-agent-test-v2,0.531818,0.509091,31,6,1057.0
rag2026-23,aus-agent-test-v2,0.58209,0.492537,17,6,1059.0
rag2026-24,aus-agent-test-v2,0.883562,0.835616,17,2,1067.0
rag2026-25,aus-agent-test-v2,0.968254,0.968254,15,0,988.0
rag2026-18,aus-agent-test-v2,0.280702,0.149123,30,15,1063.0
rag2026-22,aus-agent-test-v2,0.439024,0.349593,30,14,963.0
rag2026-31,aus-agent-test-v2,0.492308,0.169231,16,10,1023.0
rag2026-26,aus-agent-test-v2,0.745,0.61,23,7,1042.0
rag2026-27,aus-agent-test-v2,0.319328,0.193277,28,18,1009.0
rag2026-33,aus-agent-test-v2,0.625,0.546296,24,9,1046.0
rag2026-29,aus-agent-test-v2,0.640152,0.575758,30,10,903.0
rag2026-30,aus-agent-test-v2,0.492,0.336,28,15,1053.0
rag2026-28,aus-agent-test-v2,0.409722,0.361111,33,16,1075.0
rag2026-32,aus-agent-test-v2,0.755556,0.718519,33,6,1073.0
rag2026-34,aus-agent-test-v2,0.515385,0.4,19,5,1003.0
rag2026-35,aus-agent-test-v2,0.457031,0.398438,28,15,1095.0
rag2026-42,aus-agent-test-v2,0.474576,0.355932,16,6,1090.0
rag2026-40,aus-agent-test-v2,0.620879,0.582418,23,6,1059.0
rag2026-36,aus-agent-test-v2,0.217647,0.058824,23,12,983.0
rag2026-38,aus-agent-test-v2,0.599237,0.580153,28,11,989.0
rag2026-41,aus-agent-test-v2,0.515,0.43,23,11,994.0
rag2026-39,aus-agent-test-v2,0.676136,0.488636,23,7,1057.0
rag2026-37,aus-agent-test-v2,0.587629,0.402062,23,10,962.0
rag2026-46,aus-agent-test-v2,0.791667,0.708333,18,3,1014.0
rag2026-43,aus-agent-test-v2,0.523364,0.46729,28,9,1058.0
rag2026-48,aus-agent-test-v2,0.784722,0.736111,18,3,954.0
rag2026-44,aus-agent-test-v2,0.556034,0.353448,28,13,1008.0
rag2026-47,aus-agent-test-v2,0.837079,0.808989,22,3,1051.0
rag2026-50,aus-agent-test-v2,0.640351,0.561404,15,3,961.0
rag2026-45,aus-agent-test-v2,0.57874,0.425197,29,13,1020.0
rag2026-49,aus-agent-test-v2,0.522321,0.392857,29,10,977.0
rag2026-51,aus-agent-test-v2,0.753333,0.706667,18,4,999.0
rag2026-52,aus-agent-test-v2,0.156566,0.131313,27,14,1014.0
rag2026-57,aus-agent-test-v2,0.725,0.6,19,6,1025.0
rag2026-56,aus-agent-test-v2,0.741176,0.682353,20,5,1035.0
rag2026-53,aus-agent-test-v2,0.410526,0.357895,22,11,1085.0
rag2026-54,aus-agent-test-v2,0.510309,0.474227,23,9,1076.0
rag2026-58,aus-agent-test-v2,0.811881,0.80198,25,2,996.0
rag2026-59,aus-agent-test-v2,0.514151,0.490566,26,10,923.0
rag2026-60,aus-agent-test-v2,0.634409,0.516129,24,7,911.0
rag2026-65,aus-agent-test-v2,0.6,0.514286,17,6,943.0
rag2026-62,aus-agent-test-v2,0.841667,0.75,18,1,999.0
rag2026-64,aus-agent-test-v2,0.631868,0.538462,20,8,1035.0
rag2026-55,aus-agent-test-v2,0.551181,0.472441,32,13,973.0
rag2026-63,aus-agent-test-v2,0.634259,0.583333,30,5,1011.0
rag2026-61,aus-agent-test-v2,0.732558,0.593023,22,5,1079.0
rag2026-66,aus-agent-test-v2,0.478723,0.37234,23,11,1035.0
rag2026-67,aus-agent-test-v2,0.708333,0.569444,18,5,1097.0
rag2026-68,aus-agent-test-v2,0.728395,0.54321,21,7,1064.0
rag2026-70,aus-agent-test-v2,0.765,0.74,23,4,986.0
rag2026-69,aus-agent-test-v2,0.473684,0.398496,32,14,1206.0
rag2026-71,aus-agent-test-v2,0.525,0.383333,27,14,1082.0
rag2026-72,aus-agent-test-v2,0.241935,0.193548,32,16,1059.0
683a58c9a7e7fe4e7695846f,aus-agent-creative-check,0.621795,0.589744,18,6,1102.0
683a58c9a7e7fe4e76958488,aus-agent-creative-check,0.754098,0.655738,17,3,1017.0
rag2026-73,aus-agent-test-v2,0.825581,0.767442,30,6,1082.0
684397d188c1deceb49af31d,aus-agent-creative-check,0.655738,0.639344,14,4,1036.0
683a58c9a7e7fe4e7695848b,aus-agent-creative-check,0.663158,0.378947,22,11,1068.0
683a58c9a7e7fe4e76958498,aus-agent-creative-check,0.451613,0.362903,32,13,1073.0
684397d188c1deceb49af325,aus-agent-creative-check,0.788136,0.610169,16,3,1009.0
rag2026-74,aus-agent-test-v2,0.051282,0.025641,18,14,1093.0
684397d188c1deceb49af32d,aus-agent-creative-check,0.618421,0.464912,27,11,951.0
6847465956a0f6376a605367,aus-agent-creative-check,0.445,0.36,23,12,1040.0
rag2026-76,aus-agent-test-v2,0.873684,0.8,22,3,1077.0
rag2026-75,aus-agent-test-v2,0.482558,0.360465,22,9,1041.0
6847465956a0f6376a605360,aus-agent-creative-check,0.259843,0.212598,32,18,981.0
6847465956a0f6376a60535d,aus-agent-creative-check,0.364583,0.197917,21,15,975.0
rag2026-77,aus-agent-test-v2,0.496183,0.374046,31,14,1049.0
rag2026-79,aus-agent-test-v2,0.705882,0.705882,23,3,902.0
rag2026-78,aus-agent-test-v2,0.482759,0.406897,32,16,1016.0
rag2026-72,test-ase-api-server-run,0.0,0.0,32,20,116.0
rag2026-72,aus-agent-math-check,0.225806,0.177419,32,16,1060.0
rag2026-72,aus-agent-discovery-check,0.25,0.193548,32,16,1020.0
rag2026-72,test-ase-api-server-run-1,0.262097,0.193548,32,16,996.0
rag2026-72,aus-agent-recon-check,0.306452,0.241935,32,14,1030.0
rag2026-72,aus-agent-opus-check,0.342742,0.314516,32,13,1023.0
rag2026-72,aus-agent-qterm-check,0.310484,0.274194,32,14,1002.0
rag2026-72,aus-agent-terra-check,0.145161,0.137097,32,17,853.0
rag2026-72,aus-agent-azure-terra,0.21371,0.193548,32,16,696.0
rag2026-22,aus-agent-azure-terra,0.394309,0.292683,30,15,814.0
rag2026-72,aus-agent-azure-luna,0.302419,0.233871,32,15,915.0
rag2026-72,aus-agent-azure-sol,0.157258,0.096774,32,18,869.0
rag2026-22,aus-agent-azure-luna,0.48374,0.373984,30,13,1022.0
6847465956a0f6376a6053fb,aus-agent-luna-dev,0.538462,0.369231,16,7,878.0
6847465956a0f6376a605367,aus-agent-luna-dev,0.515,0.39,23,11,1000.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev,0.322581,0.241935,32,16,933.0
6847465956a0f6376a6053fb,aus-agent-luna-dev2,0.530769,0.323077,16,8,968.0
rag2026-22,aus-agent-azure-sol,0.565041,0.455285,30,11,959.0
6847465956a0f6376a605391,aus-agent-luna-dev,0.523649,0.432432,32,16,1068.0
6847465956a0f6376a6053fb,aus-agent-luna-dev3,0.615385,0.461538,16,7,953.0
6847465956a0f6376a605493,aus-agent-luna-dev,0.422414,0.344828,34,10,1033.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev2,0.524194,0.403226,32,12,1077.0
6847465956a0f6376a6054a7,aus-agent-luna-dev2,0.423077,0.182692,25,15,791.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev3,0.407258,0.346774,32,13,984.0
6847465956a0f6376a6054a7,aus-agent-luna-dev3,0.456731,0.230769,25,14,942.0
6847465956a0f6376a605404,aus-agent-luna-dev4,0.5,0.328125,17,7,966.0
6847465956a0f6376a6053fb,aus-agent-luna-dev4,0.538462,0.369231,16,7,1008.0
6847465956a0f6376a605367,aus-agent-luna-dev4,0.47,0.36,23,12,955.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev4,0.572581,0.483871,32,10,1079.0
683a58c9a7e7fe4e7695846f,aus-agent-sat-go,0.5,0.435897,18,8,1067.0
6847465956a0f6376a6054a7,aus-agent-luna-dev4,0.365385,0.211538,25,14,617.0
6847465956a0f6376a605493,aus-agent-luna-dev4,0.396552,0.344828,34,10,1000.0
683a58c9a7e7fe4e76958488,aus-agent-sat-go,0.663934,0.590164,17,3,719.0
684397d188c1deceb49af31d,aus-agent-sat-go,0.721311,0.721311,14,3,1017.0
683a58c9a7e7fe4e7695848b,aus-agent-sat-go,0.631579,0.463158,22,9,1048.0
684397d188c1deceb49af325,aus-agent-sat-go,0.601695,0.440678,16,5,985.0
6847465956a0f6376a605493,aus-agent-luna-cap10,0.461207,0.362069,34,10,890.0
683a58c9a7e7fe4e76958498,aus-agent-sat-go,0.391129,0.290323,32,14,940.0
6847465956a0f6376a60535d,aus-agent-sat-go,0.510417,0.458333,21,10,888.0
684397d188c1deceb49af32d,aus-agent-sat-go,0.605263,0.508772,27,10,987.0
6847465956a0f6376a6053a0,aus-agent-sat-go,0.360656,0.319672,28,15,1007.0
6847465956a0f6376a605360,aus-agent-sat-go,0.181102,0.165354,32,18,1053.0
6847465956a0f6376a605387,aus-agent-sat-go,0.791667,0.6875,21,6,1055.0
6847465956a0f6376a6053ca,aus-agent-sat-go,0.505155,0.484536,26,6,915.0
6847465956a0f6376a605367,aus-agent-sat-go,0.515,0.44,23,10,1028.0
6847465956a0f6376a6053c9,aus-agent-sat-go,0.189189,0.081081,27,18,1090.0
6847465956a0f6376a6053fb,aus-agent-sat-go,0.530769,0.323077,16,8,920.0
6847465956a0f6376a605391,aus-agent-sat-go,0.304054,0.22973,32,22,1014.0
6847465956a0f6376a605404,aus-agent-sat-go,0.492188,0.4375,17,6,901.0
6847465956a0f6376a60542a,aus-agent-sat-go,0.429293,0.30303,27,11,1044.0
6847465956a0f6376a605440,aus-agent-sat-go,0.537037,0.444444,15,4,302.0
6847465956a0f6376a60547f,aus-agent-sat-go,0.908333,0.85,15,1,948.0
6847465956a0f6376a605433,aus-agent-sat-go,0.585366,0.45122,23,7,1079.0
6847465956a0f6376a60543d,aus-agent-sat-go,0.651899,0.607595,23,3,901.0
6847465956a0f6376a60542d,aus-agent-sat-go,0.605263,0.4,25,9,1059.0
6847465956a0f6376a605476,aus-agent-sat-go,0.34507,0.309859,19,7,964.0
6847465956a0f6376a60547e,aus-agent-sat-go,0.657609,0.576087,22,7,1116.0
6847465956a0f6376a605492,aus-agent-sat-go,0.530928,0.402062,23,10,515.0
6847465956a0f6376a605493,aus-agent-sat-go,0.551724,0.543103,34,7,891.0
6847465956a0f6376a6054be,aus-agent-sat-go,0.220472,0.173228,29,19,887.0
6847465956a0f6376a6054a7,aus-agent-sat-go,0.519231,0.278846,25,13,857.0
6847465956a0f6376a6054ad,aus-agent-sat-go,0.808036,0.723214,26,5,1091.0
