qid,run_id,ternary_score,binary_score,n_criteria,n_mandatory_fail,response_length
rag2026-36,aus-agent-test-v2,0.217647,0.058824,23,12,1048.0
rag2026-39,aus-agent-test-v2,0.977273,0.954545,23,0,1122.0
rag2026-38,aus-agent-test-v2,0.744275,0.717557,28,7,1054.0
rag2026-41,aus-agent-test-v2,1.0,1.0,23,0,1059.0
rag2026-42,aus-agent-test-v2,0.635593,0.474576,16,5,1155.0
rag2026-40,aus-agent-test-v2,0.989011,0.978022,23,0,1124.0
rag2026-37,aus-agent-test-v2,0.768041,0.680412,23,5,1027.0
rag2026-43,aus-agent-test-v2,0.53271,0.439252,28,10,1123.0
rag2026-48,aus-agent-test-v2,0.784722,0.736111,18,3,1019.0
rag2026-44,aus-agent-test-v2,0.698276,0.603448,28,8,1073.0
rag2026-46,aus-agent-test-v2,0.854167,0.736111,18,3,1079.0
rag2026-45,aus-agent-test-v2,0.61811,0.472441,29,13,1085.0
rag2026-49,aus-agent-test-v2,0.540179,0.366071,29,11,1042.0
rag2026-50,aus-agent-test-v2,0.552632,0.473684,15,4,1026.0
rag2026-47,aus-agent-test-v2,0.837079,0.808989,22,3,1116.0
rag2026-51,aus-agent-test-v2,0.82,0.706667,18,4,1064.0
rag2026-57,aus-agent-test-v2,0.88125,0.85,19,2,1090.0
rag2026-56,aus-agent-test-v2,0.711765,0.682353,20,5,1100.0
rag2026-53,aus-agent-test-v2,0.778947,0.715789,22,5,1150.0
rag2026-54,aus-agent-test-v2,0.670103,0.670103,23,6,1141.0
rag2026-52,aus-agent-test-v2,0.237374,0.141414,27,13,1079.0
rag2026-58,aus-agent-test-v2,0.831683,0.821782,25,2,1061.0
rag2026-55,aus-agent-test-v2,0.484252,0.377953,32,15,1038.0
rag2026-64,aus-agent-test-v2,0.725275,0.67033,20,6,1100.0
rag2026-59,aus-agent-test-v2,0.679245,0.679245,26,6,988.0
rag2026-63,aus-agent-test-v2,0.625,0.601852,30,5,1076.0
rag2026-62,aus-agent-test-v2,0.816667,0.7,18,2,1064.0
rag2026-60,aus-agent-test-v2,1.0,1.0,24,0,976.0
rag2026-61,aus-agent-test-v2,0.80814,0.697674,22,4,1144.0
rag2026-65,aus-agent-test-v2,0.757143,0.685714,17,4,1008.0
rag2026-71,aus-agent-test-v2,1.0,1.0,27,0,1147.0
rag2026-69,aus-agent-test-v2,0.684211,0.684211,32,8,1271.0
rag2026-68,aus-agent-test-v2,0.876543,0.753086,21,4,1129.0
rag2026-67,aus-agent-test-v2,0.590278,0.458333,18,7,1162.0
rag2026-66,aus-agent-test-v2,0.638298,0.478723,23,9,1100.0
rag2026-70,aus-agent-test-v2,0.765,0.74,23,4,1051.0
rag2026-72,aus-agent-test-v2,0.576613,0.508065,32,9,1124.0
683a58c9a7e7fe4e7695846f,aus-agent-creative-check,0.544872,0.435897,18,8,1167.0
rag2026-73,aus-agent-test-v2,0.883721,0.806202,30,5,1147.0
683a58c9a7e7fe4e76958488,aus-agent-creative-check,1.0,1.0,17,0,1082.0
684397d188c1deceb49af31d,aus-agent-creative-check,0.696721,0.639344,14,4,1101.0
684397d188c1deceb49af325,aus-agent-creative-check,0.70339,0.559322,16,4,1074.0
rag2026-74,aus-agent-test-v2,0.064103,0.051282,18,14,1158.0
683a58c9a7e7fe4e76958498,aus-agent-creative-check,0.673387,0.604839,32,7,1138.0
684397d188c1deceb49af32d,aus-agent-creative-check,0.767544,0.657895,27,7,1016.0
683a58c9a7e7fe4e7695848b,aus-agent-creative-check,0.668421,0.568421,22,7,1133.0
rag2026-75,aus-agent-test-v2,0.627907,0.627907,22,6,1106.0
6847465956a0f6376a605367,aus-agent-creative-check,0.335,0.26,23,14,1105.0
rag2026-76,aus-agent-test-v2,0.910526,0.873684,22,2,1142.0
6847465956a0f6376a605360,aus-agent-creative-check,0.271654,0.251969,32,17,1046.0
rag2026-72,test-ase-api-server-run,0.0,0.0,32,20,181.0
rag2026-77,aus-agent-test-v2,0.763359,0.671756,31,7,1114.0
6847465956a0f6376a60535d,aus-agent-creative-check,0.796875,0.770833,21,4,1040.0
rag2026-78,aus-agent-test-v2,0.551724,0.475862,32,14,1081.0
rag2026-72,aus-agent-discovery-check,0.237903,0.153226,32,17,1085.0
rag2026-79,aus-agent-test-v2,0.694118,0.682353,23,3,967.0
rag2026-72,test-ase-api-server-run-1,0.653226,0.637097,32,7,1061.0
rag2026-72,aus-agent-math-check,0.310484,0.233871,32,15,1125.0
rag2026-72,aus-agent-recon-check,0.310484,0.217742,32,15,1095.0
rag2026-72,aus-agent-opus-check,0.435484,0.370968,32,12,1088.0
rag2026-72,aus-agent-terra-check,0.451613,0.443548,32,11,918.0
rag2026-22,aus-agent-azure-terra,0.788618,0.747967,30,5,879.0
rag2026-72,aus-agent-qterm-check,0.334677,0.306452,32,14,1067.0
rag2026-72,aus-agent-azure-terra,0.451613,0.443548,32,11,761.0
rag2026-72,aus-agent-azure-luna,0.290323,0.25,32,15,980.0
rag2026-72,aus-agent-azure-sol,0.306452,0.306452,32,14,934.0
rag2026-22,aus-agent-azure-sol,0.768293,0.747967,30,5,1024.0
rag2026-22,aus-agent-azure-luna,0.788618,0.747967,30,5,1087.0
6847465956a0f6376a6053fb,aus-agent-luna-dev,0.4,0.246154,16,9,943.0
6847465956a0f6376a605367,aus-agent-luna-dev,0.565,0.49,23,9,1065.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev,0.520161,0.419355,32,14,998.0
6847465956a0f6376a605391,aus-agent-luna-dev,0.915541,0.864865,32,4,1133.0
6847465956a0f6376a6053fb,aus-agent-luna-dev2,0.807692,0.769231,16,3,1033.0
6847465956a0f6376a605493,aus-agent-luna-dev,0.387931,0.37931,34,10,1098.0
6847465956a0f6376a6053fb,aus-agent-luna-dev3,0.830769,0.815385,16,2,1018.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev2,0.705645,0.645161,32,6,1142.0
6847465956a0f6376a6053fb,aus-agent-luna-dev4,0.5,0.292308,16,8,1073.0
6847465956a0f6376a6054a7,aus-agent-luna-dev3,0.653846,0.509615,25,9,1007.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev3,0.5,0.419355,32,14,1049.0
6847465956a0f6376a6054a7,aus-agent-luna-dev4,0.432692,0.230769,25,14,682.0
6847465956a0f6376a6054a7,aus-agent-luna-dev2,0.451923,0.182692,25,15,856.0
683a58c9a7e7fe4e7695846f,aus-agent-sat-go,0.467949,0.435897,18,8,1132.0
6847465956a0f6376a605404,aus-agent-luna-dev4,0.726562,0.6875,17,4,1031.0
683a58c9a7e7fe4e76958498,aus-agent-luna-dev4,0.754032,0.685484,32,5,1144.0
6847465956a0f6376a605367,aus-agent-luna-dev4,0.49,0.43,23,11,1020.0
6847465956a0f6376a605493,aus-agent-luna-dev4,0.383621,0.344828,34,10,1065.0
683a58c9a7e7fe4e76958488,aus-agent-sat-go,0.639344,0.622951,17,3,784.0
684397d188c1deceb49af325,aus-agent-sat-go,0.745763,0.644068,16,3,1050.0
684397d188c1deceb49af31d,aus-agent-sat-go,0.762295,0.721311,14,3,1082.0
6847465956a0f6376a605493,aus-agent-luna-cap10,0.491379,0.422414,34,9,955.0
684397d188c1deceb49af32d,aus-agent-sat-go,0.938596,0.894737,27,2,1052.0
6847465956a0f6376a60535d,aus-agent-sat-go,1.0,1.0,21,0,953.0
683a58c9a7e7fe4e76958498,aus-agent-sat-go,0.665323,0.637097,32,5,1005.0
683a58c9a7e7fe4e7695848b,aus-agent-sat-go,0.321053,0.242105,22,14,1113.0
6847465956a0f6376a605360,aus-agent-sat-go,0.5,0.464567,32,10,1118.0
6847465956a0f6376a605367,aus-agent-sat-go,1.0,1.0,23,0,1093.0
6847465956a0f6376a605387,aus-agent-sat-go,0.78125,0.71875,21,5,1120.0
6847465956a0f6376a6053fb,aus-agent-sat-go,0.607692,0.553846,16,5,985.0
6847465956a0f6376a6053ca,aus-agent-sat-go,0.515464,0.505155,26,6,980.0
6847465956a0f6376a6053c9,aus-agent-sat-go,0.198198,0.144144,27,17,1155.0
6847465956a0f6376a6053a0,aus-agent-sat-go,0.647541,0.647541,28,7,1072.0
6847465956a0f6376a605404,aus-agent-sat-go,0.6875,0.453125,17,7,966.0
6847465956a0f6376a605391,aus-agent-sat-go,0.35473,0.263514,32,21,1079.0
6847465956a0f6376a60542a,aus-agent-sat-go,1.0,1.0,27,0,1109.0
6847465956a0f6376a60543d,aus-agent-sat-go,1.0,1.0,23,0,966.0
6847465956a0f6376a60542d,aus-agent-sat-go,0.978947,0.978947,25,0,1124.0
6847465956a0f6376a605433,aus-agent-sat-go,0.676829,0.634146,23,4,1144.0
6847465956a0f6376a605440,aus-agent-sat-go,0.564815,0.5,15,3,367.0
6847465956a0f6376a605476,aus-agent-sat-go,0.204225,0.169014,19,9,1029.0
6847465956a0f6376a60547f,aus-agent-sat-go,0.95,0.933333,15,0,1013.0
6847465956a0f6376a60547e,aus-agent-sat-go,0.788043,0.76087,22,4,1181.0
6847465956a0f6376a605492,aus-agent-sat-go,0.85567,0.804124,23,3,580.0
6847465956a0f6376a6054be,aus-agent-sat-go,0.279528,0.251969,29,17,952.0
6847465956a0f6376a6054a7,aus-agent-sat-go,0.552885,0.375,25,11,922.0
6847465956a0f6376a6054ad,aus-agent-sat-go,0.848214,0.803571,26,4,1156.0
6847465956a0f6376a605493,aus-agent-sat-go,0.663793,0.62069,34,8,956.0
